Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
CAPSAKID,50,62,40,62,40,50,GRASS,,217705,304502,304,1001.6513157894736
SCOVILLAIN,65,108,65,108,65,75,GRASS,FIRE,308823,238639,334,714.4880239520958
RELLOR,41,50,60,31,58,30,BUG,,125962,251377,286,878.9405594405595
RABSCA,75,50,85,115,100,45,BUG,PSYCHIC,294939,195906,354,553.4067796610169
FLITTLE,30,35,30,55,30,75,PSYCHIC,,143198,342413,264,1297.0189393939395
ESPATHRA,95,60,60,101,60,105,PSYCHIC,,225498,249396,394,632.984771573604
TINKATINK,50,45,45,35,64,58,FAIRY,STEEL,178973,271831,304,894.1809210526316
TINKATUFF,65,55,55,45,82,78,FAIRY,STEEL,199644,243270,334,728.3532934131737
TINKATON,85,75,77,70,105,94,FAIRY,STEEL,306185,202729,374,542.0561497326203
WIGLETT,10,55,25,35,25,95,WATER,,147910,365224,224,1630.4642857142858
WUGTRIO,35,100,50,50,70,120,WATER,,226649,258086,274,941.9197080291971
BOMBIRDIER,70,103,85,60,85,82,FLYING,DARK,321099,203539,344,591.6831395348837
FINIZEN,70,45,40,45,40,75,WATER,,159705,304502,344,885.1802325581396
PALAFIN,100,70,72,53,62,100,WATER,,219840,234011,404,579.2351485148515
VAROOM,45,70,63,30,45,47,STEEL,POISON,240700,265064,294,901.578231292517
REVAVROOM,80,119,90,54,67,90,STEEL,POISON,337350,215003,364,590.6675824175824
CYCLIZAR,70,95,65,85,65,121,DRAGON,NORMAL,339046,238639,344,693.7180232558139
ORTHWORM,70,85,145,60,55,65,STEEL,,236562,217383,344,631.9273255813954
GLIMMET,48,35,42,105,60,60,ROCK,POISON,279657,280772,300,935.9066666666666
GLIMMORA,83,55,90,130,81,86,ROCK,POISON,326503,202284,370,546.7135135135135
GREAVARD,50,61,60,30,55,34,GHOST,,184249,254567,304,837.391447368421
HOUNDSTONE,72,101,100,50,97,68,GHOST,,250038,184978,348,531.5459770114943
FLAMIGO,82,115,74,75,64,90,FLYING,FIGHTING,346521,230129,368,625.3505434782609
CETODDLE,108,68,45,30,40,43,ICE,,156231,295680,420,704.0
CETITAN,170,113,65,45,55,73,ICE,,244421,248897,544,457.53125
KINGAMBIT,100,135,120,60,85,50,DARK,STEEL,282203,183017,404,453.01237623762376
VELUZA,90,102,73,78,65,70,WATER,PSYCHIC,236566,230052,384,599.09375
DONDOZO,150,100,115,65,65,35,WATER,,272149,206271,504,409.26785714285717
TATSUGIRI,68,50,60,120,95,82,DRAGON,WATER,328940,230154,340,676.9235294117647
GREATTUSK,115,131,131,53,53,87,GROUND,FIGHTING,325339,222565,434,512.8225806451613
SCREAMTAIL,115,65,99,65,115,111,FAIRY,PSYCHIC,183617,177883,434,409.86866359447004
BRUTEBONNET,111,127,99,79,99,55,GRASS,DARK,276767,184605,426,433.34507042253523
FLUTTERMANE,55,55,55,135,135,135,GHOST,FAIRY,274875,234465,314,746.703821656051
SLITHERWING,85,135,79,85,105,81,BUG,FIGHTING,333254,200480,374,536.0427807486631
SANDYSHOCKS,85,81,97,121,85,101,ELECTRIC,GROUND,306171,194489,374,520.024064171123
IRONTREADS,90,112,120,72,70,106,GROUND,STEEL,321161,198373,384,516.5963541666666
IRONBUNDLE,56,80,114,124,60,136,ICE,WATER,286052,213696,316,676.253164556962
IRONHANDS,154,140,108,50,68,50,FIGHTING,ELECTRIC,425759,204893,512,400.181640625
IRONJUGULIS,94,80,86,122,80,108,DARK,FLYING,282773,206076,392,525.704081632653
IRONMOTH,80,70,60,140,110,110,FIRE,POISON,367328,226844,364,623.1978021978022
IRONTHORNS,100,134,110,70,84,72,ROCK,ELECTRIC,280135,188124,404,465.65346534653463
FRIGIBAX,65,75,45,35,45,55,DRAGON,ICE,227718,288711,334,864.4041916167664
ARCTIBAX,90,95,66,45,65,62,DRAGON,ICE,263183,237446,384,618.3489583333334
BAXCALIBUR,115,145,92,75,86,87,DRAGON,ICE,352704,197277,434,454.5552995391705
GIMMIGHOUL,45,30,70,75,70,10,GHOST,,150450,228692,294,777.8639455782313
GHOLDENGO,87,60,95,133,91,84,STEEL,GHOST,380623,191959,378,507.82804232804233
WOCHIEN,85,85,100,95,135,70,DARK,GRASS,290162,171576,374,458.75935828877004
CHIENPAO,80,120,80,90,65,135,DARK,ICE,263078,224057,364,615.5412087912088
TINGLU,155,110,125,55,80,45,DARK,GROUND,241599,185829,514,361.5350194552529
CHIYU,55,80,80,135,120,100,DARK,FIRE,358161,195277,314,621.9012738853503
ROARINGMOON,105,139,71,55,101,119,DRAGON,DARK,340349,211648,414,511.22705314009664
IRONVALIANT,74,130,90,120,60,116,FAIRY,FIGHTING,337959,223282,352,634.3238636363636
KORAIDON,100,135,115,85,100,135,FIGHTING,DRAGON,416156,174438,404,431.7772277227723
MIRAIDON,100,85,100,135,115,135,ELECTRIC,DRAGON,358460,177069,404,438.28960396039605
WALKINGWAKE,99,83,91,125,83,109,WATER,DRAGON,339798,200079,402,497.7089552238806
IRONLEAVES,90,130,88,70,108,104,GRASS,PSYCHIC,339163,189933,384,494.6171875
DIPPLIN,80,80,110,95,90,40,GRASS,DRAGON,286213,183490,364,504.0934065934066
POLTCHAGEIST,40,45,45,74,54,50,GRASS,GHOST,241024,279118,284,982.8098591549295
SINISTCHA,71,60,106,121,80,70,GRASS,GHOST,330754,193451,346,559.106936416185
OKIDOGI,88,128,115,58,86,80,POISON,FIGHTING,399269,184220,380,484.7894736842105
MUNKIDORI,88,75,66,130,90,106,POISON,PSYCHIC,322655,222454,380,585.4052631578948
FEZANDIPITI,88,91,82,70,125,99,POISON,FAIRY,256011,191835,380,504.82894736842104
OGERPON,80,120,84,60,96,110,GRASS,,320070,198583,364,545.5576923076923
ARCHALUDON,90,105,130,125,65,85,STEEL,DRAGON,370913,202615,384,527.6432291666666
HYDRAPPLE,106,80,110,80,44,120,GRASS,DRAGON,262359,244489,416,587.7139423076923
GOUGINGFIRE,105,115,121,65,93,91,FIRE,DRAGON,300295,176274,414,425.7826086956522
RAGINGBOLT,125,73,91,137,89,75,ELECTRIC,DRAGON,361803,196135,454,432.01541850220264
IRONBOULDER,90,120,80,68,108,124,ROCK,PSYCHIC,260692,198361,384,516.5651041666666
IRONCROWN,90,72,100,122,108,98,STEEL,PSYCHIC,358053,179730,384,468.046875
TERAPAGOS,90,65,85,65,85,60,NORMAL,,274675,203539,384,530.0494791666666
VENUSAUR_1,80,100,123,122,120,80,GRASS,POISON,384923,160474,364,440.8626373626374
CHARIZARD_1,78,130,111,130,85,100,FIRE,DRAGON,406838,186813,360,518.925
CHARIZARD_2,78,104,78,159,115,100,FIRE,FLYING,465631,198846,360,552.35
BLASTOISE_1,79,103,120,135,115,78,WATER,,413017,164193,362,453.5718232044199
BEEDRILL_1,65,150,40,15,80,145,BUG,POISON,298430,277133,334,829.7395209580839
PIDGEOT_1,83,80,80,135,80,121,NORMAL,FLYING,413755,211299,370,571.0783783783784
RATTATA_1,30,56,35,25,35,72,DARK,NORMAL,222867,322370,264,1221.0984848484848
RATICATE_1,75,71,70,40,80,77,DARK,NORMAL,274805,221924,354,626.9039548022599
PIKACHU_3,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_4,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_5,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_6,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_7,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_8,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_9,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_10,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_11,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_12,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_13,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_14,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_15,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
PIKACHU_16,35,55,40,50,50,90,ELECTRIC,,0,293017,274,1069.405109489051
RAICHU_1,60,85,50,95,85,110,ELECTRIC,PSYCHIC,270762,251865,324,777.3611111111111
SANDSHREW_1,50,75,90,10,35,40,ICE,STEEL,244057,271319,304,892.4967105263158
SANDSLASH_1,75,100,120,25,65,65,ICE,STEEL,292456,204904,354,578.8248587570622
VULPIX_1,38,41,40,50,65,65,ICE,,165310,282598,280,1009.2785714285715
NINETALES_1,73,67,75,81,100,109,ICE,FAIRY,218772,206860,350,591.0285714285715
DIGLETT_1,10,55,30,35,45,90,GROUND,STEEL,183494,323310,224,1443.3482142857142
DUGTRIO_1,35,100,60,50,70,110,GROUND,STEEL,234969,241434,274,881.1459854014598
MEOWTH_1,40,35,35,50,40,90,DARK,,129854,315312,284,1110.2535211267605
MEOWTH_2,50,65,55,40,40,40,STEEL,,195617,281942,304,927.4407894736842
PERSIAN_1,65,60,60,75,65,115,DARK,,191543,245109,334,733.8592814371258
ALAKAZAM_1,55,50,65,175,105,150,PSYCHIC,,401132,219393,314,698.703821656051
GEODUDE_1,40,80,100,30,30,20,ROCK,ELECTRIC,322779,284612,284,1002.1549295774648
GRAVELER_1,55,95,115,45,45,35,ROCK,ELECTRIC,360062,241579,314,769.359872611465
GOLEM_1,80,120,130,55,65,45,ROCK,ELECTRIC,421822,202615,364,556.6346153846154
PONYTA_1,50,85,55,65,65,90,PSYCHIC,,208814,252541,304,830.7269736842105
RAPIDASH_1,65,100,70,80,80,105,PSYCHIC,FAIRY,244999,221924,334,664.443113772455
SLOWPOKE_1,90,65,65,40,40,15,PSYCHIC,,165990,272220,384,708.90625
SLOWBRO_1,95,100,95,100,70,30,POISON,PSYCHIC,286791,208836,394,530.0406091370559
SLOWBRO_2,95,75,180,130,80,30,WATER,PSYCHIC,321634,176658,394,448.3705583756345
FARFETCHD_1,52,95,55,58,62,55,FIGHTING,,261099,254826,308,827.3571428571429
GRIMER_1,80,80,50,40,50,25,POISON,DARK,322902,274098,364,753.0164835164835
MUK_1,105,105,75,65,100,50,POISON,DARK,385071,206860,414,499.66183574879227
GENGAR_1,60,65,80,170,95,130,GHOST,POISON,335214,203132,324,626.9506172839506
EXEGGUTOR_1,95,105,85,125,75,45,GRASS,DRAGON,396470,210780,394,534.9746192893401
CUBONE_1,50,50,95,40,50,35,GROUND,,0,236352,304,777.4736842105264
MAROWAK_1,60,80,110,50,80,45,FIRE,GHOST,236107,191582,324,591.3024691358024
WEEZING_1,65,90,120,85,70,60,POISON,FAIRY,350111,198373,334,593.9311377245509
KANGASKHAN_1,105,125,100,60,100,100,NORMAL,,393693,183369,414,442.92028985507244
MRMIME_1,50,65,65,90,90,100,ICE,PSYCHIC,251284,223918,304,736.5723684210526
PINSIR_1,65,155,120,65,90,105,BUG,FLYING,306208,178960,334,535.8083832335329
GYARADOS_1,95,155,109,70,130,81,WATER,FLYING,307138,165684,394,420.51776649746193
AERODACTYL_1,80,135,85,70,95,150,ROCK,FLYING,387797,198116,364,544.2747252747253
ARTICUNO_1,90,85,85,125,100,95,PSYCHIC,FLYING,315956,195906,384,510.171875
ZAPDOS_1,90,125,90,85,90,100,FIGHTING,FLYING,316957,196339,384,511.2994791666667
MOLTRES_1,90,85,90,100,125,90,DARK,FLYING,291303,183130,384,476.9010416666667
MEWTWO_1,106,190,100,154,100,130,PSYCHIC,FIGHTING,540504,183369,416,440.79086538461536
MEWTWO_2,106,150,70,194,120,140,PSYCHIC,,450925,208693,416,501.66586538461536
PICHU_1,20,40,15,35,35,60,ELECTRIC,,0,389296,244,1595.4754098360656
AMPHAROS_1,90,95,105,165,110,45,ELECTRIC,DRAGON,384560,175336,384,456.6041666666667
SLOWKING_1,95,65,80,110,110,30,POISON,PSYCHIC,287494,197764,394,501.93908629441626
UNOWN_1,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_2,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_3,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_4,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_5,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_6,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_7,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_8,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_9,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_10,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_11,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_12,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_13,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_14,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_15,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_16,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_17,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_18,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_19,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_20,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_21,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_22,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_23,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_24,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_25,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_26,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
UNOWN_27,48,72,48,72,48,48,PSYCHIC,,0,279751,300,932.5033333333333
STEELIX_1,75,125,230,55,95,30,STEEL,GROUND,434392,157606,354,445.2146892655367
SCIZOR_1,70,150,140,100,75,65,BUG,STEEL,327928,187606,344,545.3662790697674
HERACROSS_1,80,185,115,40,105,75,BUG,FIGHTING,526017,171649,364,471.5631868131868
CORSOLA_1,60,55,100,65,100,30,GHOST,,210212,183369,324,565.9537037037037
HOUNDOOM_1,75,90,90,140,90,115,DARK,FIRE,368231,196339,354,554.6299435028249
TYRANITAR_1,100,164,150,95,120,71,ROCK,DARK,322501,149672,404,370.4752475247525
SCEPTILE_1,70,110,75,145,85,145,GRASS,DRAGON,435576,213352,344,620.2093023255813
BLAZIKEN_1,80,160,80,130,80,100,FIRE,FIGHTING,482242,211299,364,580.4917582417582
SWAMPERT_1,100,150,110,95,110,70,WATER,GROUND,336561,172064,404,425.9009900990099
ZIGZAGOON_1,38,30,41,30,41,60,DARK,NORMAL,146817,301146,280,1075.5214285714285
LINOONE_1,78,70,61,50,61,100,DARK,NORMAL,275638,247120,360,686.4444444444445
GARDEVOIR_1,68,85,65,165,135,100,PSYCHIC,FAIRY,383529,215204,340,632.9529411764706
SABLEYE_1,50,85,125,85,115,20,DARK,GHOST,230938,161606,304,531.5986842105264
MAWILE_1,50,105,125,55,95,50,STEEL,FAIRY,242603,173234,304,569.8486842105264
AGGRON_1,70,140,230,60,80,50,STEEL,,370578,174623,344,507.625
MEDICHAM_1,60,100,85,80,85,100,FIGHTING,PSYCHIC,338963,203539,324,628.2067901234568
MANECTRIC_1,70,75,80,135,80,135,ELECTRIC,,303391,211299,344,614.2412790697674
SHARPEDO_1,70,140,70,110,65,105,WATER,DARK,295211,233007,344,677.3459302325581
CAMERUPT_1,70,120,100,145,105,20,FIRE,GROUND,458218,181021,344,526.2238372093024
ALTARIA_1,75,110,110,110,105,80,DRAGON,FAIRY,322254,174443,354,492.7768361581921
CASTFORM_1,70,100,100,100,100,70,FIRE,,0,183369,344,533.0494186046511
CASTFORM_2,70,100,100,100,100,70,WATER,,0,183369,344,533.0494186046511
CASTFORM_3,70,100,100,100,100,70,ICE,,0,183369,344,533.0494186046511
CASTFORM_4,70,100,100,100,100,70,FLYING,,0,183369,344,533.0494186046511
BANETTE_1,64,165,75,93,83,75,GHOST,,354765,214497,332,646.0753012048193
ABSOL_1,65,150,60,115,60,115,DARK,,304479,249396,334,746.6946107784431
GLALIE_1,80,120,80,120,80,100,ICE,,423945,211299,364,580.4917582417582
SALAMENCE_1,95,145,130,120,90,120,DRAGON,FLYING,365982,175254,394,444.8071065989848
METAGROSS_1,95,145,130,120,90,120,STEEL,PSYCHIC,488613,175254,394,444.8071065989848
LATIAS_1,80,100,120,140,150,110,DRAGON,PSYCHIC,369239,153507,364,421.7225274725275
LATIOS_1,80,130,100,160,120,110,DRAGON,PSYCHIC,410988,175459,364,482.0302197802198
KYOGRE_1,100,150,90,180,160,90,WATER,,511921,178057,404,440.73514851485146
GROUDON_1,100,180,160,150,90,90,GROUND,FIRE,463251,168080,404,416.03960396039605
RAYQUAZA_1,105,180,100,180,100,115,DRAGON,FLYING,462178,183369,414,442.92028985507244
DEOXYS_1,50,180,20,180,20,150,PSYCHIC,,480069,391321,304,1287.2401315789473
DEOXYS_2,50,70,160,70,160,90,PSYCHIC,,251627,131533,304,432.6743421052632
DEOXYS_3,50,95,90,95,90,180,PSYCHIC,,303426,196339,304,645.8519736842105
BURMY_1,40,29,45,29,45,36,BUG,,0,288711,284,1016.5880281690141
BURMY_2,40,29,45,29,45,36,BUG,,0,288711,284,1016.5880281690141
WORMADAM_1,60,79,105,59,85,36,BUG,GROUND,198674,189829,324,585.891975308642
WORMADAM_2,60,69,95,69,95,36,BUG,STEEL,249468,189657,324,585.3611111111111
CHERRIM_1,70,60,70,87,78,85,GRASS,,0,223130,344,648.6337209302326
SHELLOS_1,76,48,48,57,62,34,WATER,,0,266950,356,749.8595505617977
GASTRODON_1,111,83,68,92,82,39,WATER,GROUND,0,223356,426,524.3098591549295
LOPUNNY_1,65,136,94,54,96,135,NORMAL,FIGHTING,417420,189887,334,568.5239520958083
GARCHOMP_1,108,170,115,120,95,92,DRAGON,GROUND,403383,177614,420,422.8904761904762
LUCARIO_1,70,145,88,140,70,112,FIGHTING,STEEL,452603,213122,344,619.5406976744187
ABOMASNOW_1,90,132,105,132,105,30,GRASS,ICE,366178,177557,384,462.3880208333333
GALLADE_1,68,165,95,65,115,110,PSYCHIC,FIGHTING,481595,181237,340,533.05
ROTOM_1,50,65,107,105,107,86,ELECTRIC,FIRE,299992,175286,304,576.5986842105264
ROTOM_2,50,65,107,105,107,86,ELECTRIC,WATER,254464,175286,304,576.5986842105264
ROTOM_3,50,65,107,105,107,86,ELECTRIC,ICE,254464,175286,304,576.5986842105264
ROTOM_4,50,65,107,105,107,86,ELECTRIC,FLYING,254464,175286,304,576.5986842105264
ROTOM_5,50,65,107,105,107,86,ELECTRIC,GRASS,299992,175286,304,576.5986842105264
GIRATINA_1,150,120,100,120,100,90,GHOST,DRAGON,342363,183369,504,363.82738095238096
SHAYMIN_1,100,103,75,120,75,127,GRASS,FLYING,329992,219650,404,543.6881188118812
ARCEUS_1,120,120,120,120,120,120,FIGHTING,,425604,162101,444,365.09234234234236
ARCEUS_2,120,120,120,120,120,120,FLYING,,423945,162101,444,365.09234234234236
ARCEUS_3,120,120,120,120,120,120,POISON,,422768,162101,444,365.09234234234236
ARCEUS_4,120,120,120,120,120,120,GROUND,,422768,162101,444,365.09234234234236
ARCEUS_5,120,120,120,120,120,120,ROCK,,425604,162101,444,365.09234234234236
ARCEUS_6,120,120,120,120,120,120,BUG,,422768,162101,444,365.09234234234236
ARCEUS_7,120,120,120,120,120,120,GHOST,,422768,162101,444,365.09234234234236
ARCEUS_8,120,120,120,120,120,120,STEEL,,431486,162101,444,365.09234234234236
ARCEUS_10,120,120,120,120,120,120,FIRE,,428070,162101,444,365.09234234234236
ARCEUS_11,120,120,120,120,120,120,WATER,,423945,162101,444,365.09234234234236
ARCEUS_12,120,120,120,120,120,120,GRASS,,428070,162101,444,365.09234234234236
ARCEUS_13,120,120,120,120,120,120,ELECTRIC,,423945,162101,444,365.09234234234236
ARCEUS_14,120,120,120,120,120,120,PSYCHIC,,425604,162101,444,365.09234234234236
ARCEUS_15,120,120,120,120,120,120,ICE,,423945,162101,444,365.09234234234236
ARCEUS_16,120,120,120,120,120,120,DRAGON,,428070,162101,444,365.09234234234236
ARCEUS_17,120,120,120,120,120,120,DARK,,422768,162101,444,365.09234234234236
ARCEUS_18,120,120,120,120,120,120,FAIRY,,422806,162101,444,365.09234234234236
AUDINO_1,103,60,126,80,126,50,NORMAL,,296851,156619,410,381.99756097560976
BASCULIN_1,70,92,65,80,55,98,WATER,,261560,248897,344,723.5377906976744
DARUMAKA_2,70,90,45,15,45,50,ICE,,209557,288711,344,839.2761627906976
DARMANITAN_1,105,30,105,140,105,55,FIRE,PSYCHIC,366988,177557,414,428.8816425120773
DARMANITAN_2,105,140,55,40,55,95,ICE,,283761,261201,414,630.9202898550725
DARMANITAN_3,105,160,55,30,55,135,ICE,FIRE,377036,261201,414,630.9202898550725
YAMASK_1,38,55,85,30,65,30,GROUND,GHOST,174795,220406,280,787.1642857142857
DEERLING_1,60,60,50,40,50,75,NORMAL,GRASS,0,274098,324,845.9814814814815
DEERLING_2,60,60,50,40,50,75,NORMAL,GRASS,0,274098,324,845.9814814814815
DEERLING_3,60,60,50,40,50,75,NORMAL,GRASS,0,274098,324,845.9814814814815
SAWSBUCK_1,80,100,70,60,70,95,NORMAL,GRASS,0,228692,364,628.2747252747253
SAWSBUCK_2,80,100,70,60,70,95,NORMAL,GRASS,0,228692,364,628.2747252747253
SAWSBUCK_3,80,100,70,60,70,95,NORMAL,GRASS,0,228692,364,628.2747252747253
STUNFISK_1,109,81,99,66,84,32,GROUND,STEEL,246036,194054,422,459.8436018957346
TORNADUS_1,79,100,80,110,90,121,FLYING,,268535,205449,362,567.5386740331492
THUNDURUS_1,79,105,70,145,80,101,ELECTRIC,FLYING,321105,221924,362,613.0497237569061
LANDORUS_1,89,145,90,105,80,91,GROUND,FLYING,483874,203045,382,531.5314136125654
KYUREM_1,125,120,90,170,100,95,DRAGON,ICE,458303,191269,454,421.2973568281938
KYUREM_2,125,170,100,120,90,95,DRAGON,ICE,464061,189137,454,416.60132158590307
KYUREM_3,125,120,90,170,100,95,DRAGON,ICE,0,191269,454,421.2973568281938
KYUREM_4,125,170,100,120,90,95,DRAGON,ICE,0,189137,454,416.60132158590307
KELDEO_1,91,72,90,129,90,108,WATER,FIGHTING,0,196339,386,508.6502590673575
MELOETTA_1,100,128,90,77,77,128,NORMAL,FIGHTING,0,205417,404,508.4579207920792
GENESECT_1,71,120,95,120,95,99,BUG,STEEL,0,189657,346,548.1416184971098
GENESECT_2,71,120,95,120,95,99,BUG,STEEL,0,189657,346,548.1416184971098
GENESECT_3,71,120,95,120,95,99,BUG,STEEL,0,189657,346,548.1416184971098
GENESECT_4,71,120,95,120,95,99,BUG,STEEL,0,189657,346,548.1416184971098
GRENINJA_1,72,95,67,103,71,122,WATER,DARK,0,231463,348,665.1235632183908
GRENINJA_2,72,145,67,153,71,132,WATER,DARK,452697,231463,348,665.1235632183908
VIVILLON_1,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_2,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_3,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_4,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_5,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_6,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_7,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_8,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_9,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_10,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_11,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_12,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_13,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_14,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_15,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_16,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_17,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_18,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
VIVILLON_19,80,52,50,90,50,89,BUG,FLYING,0,274098,364,753.0164835164835
FLABEBE_1,44,38,39,61,79,42,FAIRY,,0,280114,292,959.2945205479452
FLABEBE_2,44,38,39,61,79,42,FAIRY,,0,280114,292,959.2945205479452
FLABEBE_3,44,38,39,61,79,42,FAIRY,,0,280114,292,959.2945205479452
FLABEBE_4,44,38,39,61,79,42,FAIRY,,0,280114,292,959.2945205479452
FLOETTE_1,54,45,47,75,98,52,FAIRY,,0,255813,312,819.9134615384615
FLOETTE_2,54,45,47,75,98,52,FAIRY,,0,255813,312,819.9134615384615
FLOETTE_3,54,45,47,75,98,52,FAIRY,,0,255813,312,819.9134615384615
FLOETTE_4,54,45,47,75,98,52,FAIRY,,0,255813,312,819.9134615384615
FLOETTE_5,74,65,67,125,128,92,FAIRY,,363937,212416,352,603.4545454545455
FLORGES_1,78,65,68,112,154,75,FAIRY,,0,208925,360,580.3472222222222
FLORGES_2,78,65,68,112,154,75,FAIRY,,0,208925,360,580.3472222222222
FLORGES_3,78,65,68,112,154,75,FAIRY,,0,208925,360,580.3472222222222
FLORGES_4,78,65,68,112,154,75,FAIRY,,0,208925,360,580.3472222222222
FURFROU_1,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_2,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_3,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_4,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_5,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_6,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_7,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_8,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
FURFROU_9,75,80,60,65,90,102,NORMAL,,0,231686,354,654.4802259887006
MEOWSTIC_1,74,48,76,83,81,104,PSYCHIC,,238347,214635,352,609.7585227272727
AEGISLASH_1,60,140,50,140,50,60,STEEL,GHOST,0,274098,324,845.9814814814815
PUMPKABOO_1,49,66,70,44,55,51,GHOST,GRASS,0,244002,302,807.9536423841059
PUMPKABOO_2,54,66,70,44,55,46,GHOST,GRASS,288602,244002,312,782.0576923076923
